1,301174.5754831978
2,842815.0622042808
4,1710620.4166789749
8,1866687.2225481886
16,6872852.599192227
32,13759494.026928527
64,27210883.67186059
128,53932579.23889893
256,105075920.27910367
512,199636070.24791288
1024,362306852.95621306
2048,432676096.089281
4096,723121376.991375
8192,1078888450.2804618
16384,1360910320.481966
32768,1617853219.162649
