1,49480.45658002151
2,104023.99430798329
4,229757.42153327557
8,488241.5223588895
16,975827.9582140243
32,1955233.2973378997
64,3922129.464798663
128,7746620.898703734
256,15089890.298220381
512,29525969.606591765
1024,54003692.68266708
2048,94598757.9424278
4096,155216186.7020403
8192,228197889.32695824
16384,290151772.01835006
32768,341060959.2890606
