1,57614.7486294315
2,119796.3445519722
4,240086.42595792838
8,472320.0825219299
16,955185.8480188407
32,1938806.473909942
64,3816718.0169910598
128,7595237.032736104
256,14897868.06842297
512,28410246.540607814
1024,52913515.243021816
2048,91434014.69672939
4096,151744919.1126363
8192,220927724.7684252
16384,288256164.5474802
32768,341221964.5302756
